record_id,zone_id,zone_name,road,latitude,longitude,hour,vehicle_density,average_speed_kmh,queue_length_m,road_condition_score,accident_count,pedestrian_density,noise_db,signal_delay_sec,spillover_risk_percent,hotspot_composite_score,hotspot_risk_label,data_category
HOTSPOT-005105,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,0,0.329,14.8,636.1,0.58,1,0.52,92.5,12.9,46.2,50.7,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005106,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,9,0.99,8.5,1616.5,0.9,0,0.94,90.5,113.9,73.8,77.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005107,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,20,0.99,6.7,1720.8,0.8,0,0.89,94.4,110.1,73.3,79.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005108,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,13,0.576,19.9,984.4,0.86,1,0.61,89.9,42.1,54.7,58.4,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005109,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,13,0.778,11.0,1246.8,0.82,0,0.54,86.8,77.0,62.2,63.4,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005110,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,1,0.322,20.1,447.8,0.76,0,0.38,84.2,31.0,35.7,32.9,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005111,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,1,0.319,20.5,530.4,0.64,0,0.44,88.6,22.6,37.4,34.7,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005112,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,23,0.253,18.3,363.4,0.5,3,0.23,100.1,20.7,58.7,61.4,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005113,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,5,0.416,10.6,785.7,0.65,0,0.49,91.2,36.1,46.2,47.2,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005114,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,21,0.971,9.8,1551.2,0.94,0,0.92,86.1,97.9,69.5,75.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005115,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,18,0.99,5.1,1561.9,0.52,1,0.84,99.7,103.7,88.6,91.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005116,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,18,0.99,4.3,1651.0,0.59,0,0.85,96.2,108.0,75.4,81.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005117,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,16,0.781,11.2,1290.0,0.74,0,0.63,89.8,89.1,63.2,65.1,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005118,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,10,0.99,4.0,1575.7,0.6,1,0.83,99.7,106.9,88.8,91.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005119,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,0,0.314,14.3,482.2,0.59,0,0.51,87.5,16.2,32.2,38.8,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005120,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,12,0.69,15.7,1163.8,0.82,0,0.74,89.5,69.5,54.6,58.1,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005121,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,3,0.482,20.6,839.0,0.8,0,0.37,86.8,35.5,37.2,41.7,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005122,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,7,0.31,15.3,571.2,0.77,0,0.32,88.8,33.7,35.7,36.2,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005123,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,2,0.4,11.0,611.4,0.56,0,0.5,91.7,31.9,38.4,45.3,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005124,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,13,0.726,7.5,1264.2,0.63,0,0.62,93.6,76.4,63.1,65.9,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005125,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,17,0.99,4.0,1672.8,0.75,0,0.71,94.9,101.9,74.3,79.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005126,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,5,0.381,18.1,657.2,0.72,1,0.25,86.7,27.3,44.4,47.5,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005127,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,16,0.749,7.6,1292.0,0.62,0,0.67,95.3,73.9,65.5,67.4,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005128,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,5,0.355,13.1,541.7,0.75,0,0.26,88.4,20.5,33.4,38.5,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005129,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,17,0.99,6.9,1705.8,0.8,1,0.98,94.8,101.2,85.0,89.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005130,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,13,0.616,14.6,1073.1,0.94,0,0.5,91.0,63.3,54.8,52.6,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005131,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,1,0.353,22.6,631.7,0.91,3,0.35,93.6,27.7,58.7,63.0,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005132,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,6,0.331,12.0,563.8,0.71,0,0.43,87.8,28.2,36.8,40.2,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005133,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,5,0.312,23.3,475.8,0.82,0,0.39,82.1,13.2,31.3,30.5,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005134,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,18,0.99,7.6,1588.0,0.71,0,0.82,92.7,106.3,76.9,78.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005135,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,7,0.287,16.7,572.4,0.59,0,0.21,90.0,24.9,37.2,34.8,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005136,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,5,0.325,21.7,561.1,0.72,0,0.56,83.8,19.6,32.6,34.8,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005137,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,9,0.99,7.0,1662.6,0.66,0,0.91,92.8,111.0,75.0,79.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005138,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,5,0.377,16.7,607.4,0.69,0,0.46,88.6,26.4,41.0,39.7,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005139,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,13,0.586,19.5,953.2,0.88,0,0.45,86.6,58.4,44.7,47.3,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005140,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,17,0.99,4.0,1630.4,0.78,0,1.0,92.5,119.0,74.2,81.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005141,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,20,0.99,4.8,1636.1,0.95,0,0.89,94.8,106.4,75.6,79.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005142,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,11,0.99,4.4,1595.5,0.65,0,0.79,91.6,104.3,76.0,80.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005143,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,12,0.96,6.1,1531.8,0.66,0,0.63,93.5,103.9,69.7,77.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005144,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,23,0.277,21.9,549.1,0.84,1,0.3,86.5,23.8,34.5,40.1,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005145,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,19,0.99,4.8,1597.2,0.71,0,0.87,94.3,111.5,72.0,80.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005146,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,1,0.387,20.9,675.1,1.0,0,0.4,86.3,31.2,35.1,35.4,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005147,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,0,0.376,16.3,608.1,0.78,0,0.26,85.9,19.2,37.3,37.7,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005148,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,21,0.99,8.7,1672.6,0.82,0,0.75,89.8,112.3,68.3,76.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005149,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,4,0.398,10.8,676.1,0.74,0,0.25,90.3,22.4,41.0,42.8,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005150,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,3,0.434,11.2,617.7,0.72,0,0.43,89.0,27.0,38.2,44.7,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005151,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,11,0.99,5.7,1563.4,0.71,0,0.85,97.9,108.1,75.4,79.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005152,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,3,0.537,9.8,944.8,0.71,0,0.52,94.0,33.7,45.7,53.3,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005153,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,20,0.99,4.0,1541.2,0.57,0,0.99,93.7,121.6,74.3,83.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005154,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,14,0.635,14.7,1136.0,0.77,0,0.45,84.7,49.7,52.6,54.7,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005155,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,10,0.99,5.1,1650.1,0.7,0,0.95,91.6,113.0,79.1,81.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005156,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,0,0.277,25.0,378.0,0.76,0,0.22,80.2,23.2,22.6,26.3,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005157,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,15,0.731,10.6,1125.2,0.86,0,0.51,88.5,58.9,60.4,60.3,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005158,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,6,0.327,21.9,515.5,0.97,0,0.26,87.1,17.5,28.7,30.2,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005159,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,18,0.99,7.4,1562.2,0.75,0,0.78,90.8,102.1,69.4,78.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005160,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,16,0.72,11.9,1130.4,0.64,1,0.63,95.9,62.8,68.9,71.6,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005161,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,0,0.275,22.8,458.0,0.8,0,0.4,83.4,17.3,27.6,29.6,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005162,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,22,0.242,26.2,409.4,0.84,0,0.31,84.6,21.4,24.0,24.8,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005163,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,5,0.431,14.9,774.9,0.62,0,0.37,89.6,31.0,37.7,44.1,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005164,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,5,0.34,20.7,585.5,0.72,0,0.24,86.6,17.0,30.3,33.7,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005165,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,15,0.752,8.2,1332.6,0.53,0,0.44,93.0,62.2,61.9,66.3,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005166,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,9,0.919,8.8,1449.6,0.93,0,1.0,86.8,90.4,74.2,74.6,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005167,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,21,0.99,4.0,1686.0,0.66,1,0.98,101.3,104.9,92.6,92.4,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005168,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,9,0.99,10.2,1732.1,0.81,0,0.83,87.7,105.4,70.1,76.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005169,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,10,0.99,5.1,1678.0,0.81,0,1.0,92.6,108.6,79.5,80.8,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005170,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,20,0.99,4.6,1717.3,0.81,0,0.81,92.6,101.0,71.5,79.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005171,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,14,0.657,15.4,1121.0,0.72,2,0.64,96.0,71.1,75.2,76.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005172,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,13,0.86,4.9,1439.8,0.58,0,0.46,94.6,99.4,70.5,73.1,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005173,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,23,0.257,23.3,486.7,0.9,0,0.16,86.5,18.7,23.3,26.3,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005174,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,17,0.99,4.5,1727.0,0.82,0,1.0,91.2,114.1,81.5,81.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005175,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,18,0.99,7.2,1615.2,0.82,0,0.94,91.4,109.8,71.1,78.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005176,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,19,0.99,4.0,1623.3,0.72,0,1.0,95.5,101.5,73.1,82.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005177,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,16,0.706,10.0,1152.9,0.69,0,0.58,95.7,60.4,56.7,61.8,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005178,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,10,0.99,5.4,1557.1,0.64,0,0.84,93.1,107.1,78.1,80.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005179,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,19,0.99,8.9,1591.0,0.85,0,0.88,90.7,106.4,73.9,77.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005180,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,5,0.381,13.1,685.0,0.61,0,0.47,90.6,17.1,37.9,43.5,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005181,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,11,0.99,6.4,1674.7,0.76,0,0.67,93.3,120.1,75.6,77.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005182,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,20,0.99,7.8,1654.8,0.84,0,0.94,90.7,119.7,72.7,78.4,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005183,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,1,0.36,13.3,527.8,0.68,0,0.38,88.1,25.6,38.9,39.8,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005184,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,11,0.99,5.5,1593.2,0.66,1,0.89,99.6,101.4,87.0,90.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005185,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,10,0.99,7.5,1642.4,0.64,0,0.71,93.6,104.5,76.6,78.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005186,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,8,0.99,6.3,1539.0,0.87,3,0.96,102.7,106.3,96.1,100.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005187,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,12,0.742,14.0,1146.0,0.74,0,0.45,87.6,82.2,60.2,59.1,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005188,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,11,0.99,4.3,1534.9,0.68,0,0.81,92.3,104.9,80.4,80.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005189,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,23,0.291,16.0,382.3,0.52,0,0.28,89.0,31.5,32.2,34.6,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005190,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,19,0.99,6.6,1709.0,0.73,0,1.0,93.2,99.9,76.1,80.4,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005191,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,6,0.282,19.2,471.2,0.86,0,0.38,84.0,21.2,25.3,31.7,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005192,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,12,0.735,11.2,1121.9,0.94,1,0.52,92.7,68.1,68.9,69.5,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005193,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,4,0.408,12.6,591.2,0.57,1,0.26,94.1,25.5,46.9,52.4,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005194,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,22,0.213,26.3,339.3,0.88,1,0.45,84.0,10.0,32.8,33.8,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005195,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,7,0.261,18.1,529.9,0.65,0,0.26,88.7,28.9,34.9,32.6,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005196,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,12,0.695,15.8,1113.6,0.81,0,0.76,87.0,64.6,59.4,58.0,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005197,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,8,0.99,4.2,1618.2,0.69,0,0.8,96.9,115.8,76.6,80.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005198,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,8,0.99,4.0,1665.7,0.64,0,0.97,97.8,122.1,80.2,82.4,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005199,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,5,0.351,22.6,563.0,0.86,0,0.46,85.6,35.8,27.8,33.4,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005200,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,1,0.352,21.6,563.4,0.81,0,0.39,84.0,31.9,27.9,33.9,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005201,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,2,0.466,18.4,805.2,0.78,0,0.46,85.1,40.1,40.5,43.1,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005202,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,20,0.99,4.0,1666.9,0.68,0,1.0,93.8,121.7,82.5,82.4,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005203,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,22,0.193,26.9,376.6,0.83,0,0.18,83.2,12.0,19.3,21.4,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005204,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,22,0.237,22.4,374.6,0.77,0,0.41,84.2,10.3,23.9,27.9,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005205,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,7,0.268,19.8,469.2,0.67,0,0.22,87.5,26.6,27.1,30.8,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005206,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,5,0.41,20.6,749.8,0.83,1,0.53,87.6,38.4,50.3,49.4,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005207,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,10,0.99,5.0,1683.7,0.69,0,0.95,95.1,116.0,75.3,81.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005208,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,1,0.392,32.5,702.6,0.94,3,0.4,90.6,22.4,58.5,59.1,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005209,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,18,0.99,6.9,1540.3,0.81,0,0.94,91.2,118.2,74.7,79.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005210,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,0,0.273,21.5,419.3,0.74,0,0.26,85.6,18.4,27.3,29.2,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005211,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,16,0.636,12.6,1032.2,0.8,0,0.49,88.0,62.2,51.4,55.0,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005212,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,2,0.338,34.3,487.8,0.78,0,0.3,79.9,28.3,24.0,24.2,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-005213,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,20,0.99,7.9,1646.8,0.84,0,0.79,91.4,105.1,71.2,77.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
